DemIndNum,DemIndAñoFRlt,DemIndAñoIni,DemIndAñoFin,DemIndBar,DemIndTasa,DemIndFPot,DemIndEtaTip,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Ene,Feb,Mar
412,F,2023,2023,Rapel 220,0,F,EtaMes,3.832627923,3.829309457,4.476635322,4.346775906,4.006936315,3.87105326,4.823636185,4.465189823,5.234829474,9.060930267,8.550519428,9.426967632
413,F,2024,2024,Rapel 220,0,F,EtaMes,3.893672197,3.889935209,4.549911931,4.4185628,4.073444098,3.935116155,4.904583138,4.537571597,5.321825348,9.30542255,8.781138797,9.68121287
414,F,2025,2025,Rapel 220,0,F,EtaMes,3.99727625,3.993372383,4.671341665,4.536604277,4.182327207,4.040266834,5.035845418,4.658541556,5.464097452,9.62077119,9.078560437,10.00909956
415,F,2026,2026,Rapel 220,0,F,EtaMes,4.13041792,4.126276733,4.827514622,4.688459162,4.322421023,4.175546557,5.204788218,4.814079102,5.647157699,9.929836706,9.370018287,10.33040662
416,F,2027,2027,Rapel 220,0,F,EtaMes,4.260356792,4.255958121,4.980070474,4.836841752,4.459334922,4.307742316,5.369958378,4.965964415,5.826070302,10.23715888,9.659694931,10.64973208
417,F,2028,2028,Rapel 220,0,F,EtaMes,4.387569256,4.382824345,5.129933902,4.98276848,4.594068024,4.437784017,5.532723388,5.114987895,6.002160562,10.54789046,9.95258373,10.97259826
418,F,2029,2029,Rapel 220,0,F,EtaMes,4.516171262,4.511075285,5.281439922,5.13029645,4.730280482,4.569253029,5.697278028,5.265642758,6.180184576,10.63217029,10.03183802,11.05993988
419,F,2030,2030,Rapel 220,0,F,EtaMes,4.548348568,4.543035032,5.320048591,5.168115043,4.765315265,4.603001417,5.739911964,5.303785691,6.226011158,10.67927302,10.07600497,11.10859706
420,F,2031,*,Rapel 220,0,F,EtaMes,4.56448539,4.558966701,5.339929462,5.187751678,4.783590945,4.620558268,5.762374516,5.323245837,6.249943382,10.88228949,10.26731891,11.31948623
421,F,2017,2017,Temuco 220,0,F,EtaMes,6.247806045,6.006515852,5.838761295,5.37611096,6.020226169,5.85323893,5.975301458,6.173752932,6.426722781,6.515687385,6.39633211,6.599204478
422,F,2018,2018,Temuco 220,0,F,EtaMes,6.657577363,6.524208064,6.308341969,5.796940785,6.517390218,6.287500191,6.387512364,6.571574427,6.779790427,6.880072406,6.676443357,6.995812285
423,F,2019,2019,Temuco 220,0,F,EtaMes,6.748181629,6.591635817,6.37751048,5.861265629,6.585737697,6.361968036,6.470582067,6.660485746,6.881919483,7.002705927,6.795068067,7.116380282
424,F,2020,2020,Temuco 220,0,F,EtaMes,6.867810453,6.710680386,6.4918617,5.968393943,6.701318622,6.475035044,6.586655198,6.777205486,7.000625306,7.136249244,6.924515278,7.248078811
425,F,2021,2021,Temuco 220,0,F,EtaMes,6.996518588,6.836605172,6.612744439,6.079355622,6.826761132,6.596063456,6.710662115,6.904285472,7.130751072,7.247620804,7.032342352,7.356696101
426,F,2022,2022,Temuco 220,0,F,EtaMes,7.10554521,6.94597345,6.717788854,6.179035139,6.931151881,6.699240944,6.816950039,7.00983292,7.237646576,7.351527738,7.132842539,7.457905045
427,F,2023,2023,Temuco 220,0,F,EtaMes,7.206013677,7.045633154,6.813251971,6.268009951,7.028416875,6.794023306,6.914435333,7.10815873,7.33750862,7.450793197,7.228837095,7.554280675
428,F,2024,2024,Temuco 220,0,F,EtaMes,7.301878899,7.140822647,6.904369267,6.353018258,7.121171001,6.884465783,7.007536019,7.201925439,7.432629073,7.655217283,7.427377943,7.757193892
429,F,2025,2025,Temuco 220,0,F,EtaMes,7.499051317,7.332775693,7.089001283,6.521998178,7.313305835,7.069644976,7.197030958,7.396955866,7.633161937,7.912594952,7.677735346,8.013304039
430,F,2026,2026,Temuco 220,0,F,EtaMes,7.747747455,7.574609232,7.321931737,6.735531103,7.555059985,7.303101484,7.435927404,7.642735875,7.886288761,8.168958644,7.927431201,8.268101876
431,F,2027,2027,Temuco 220,0,F,EtaMes,7.994530274,7.813471176,7.551954057,6.945525111,7.795037717,7.534339342,7.672642893,7.887189169,8.138451831,8.414365178,8.166610309,8.511431221
432,F,2028,2028,Temuco 220,0,F,EtaMes,8.230559956,8.041927308,7.771915937,7.146597681,8.024168985,7.755407163,7.89916102,8.120822668,8.379379959,8.668103644,8.413955006,8.763011092
433,F,2029,2029,Temuco 220,0,F,EtaMes,8.474063424,8.277010085,7.998195086,7.352735647,8.260913875,7.983297129,8.132618331,8.362312487,8.62861734,8.715012186,8.467531467,8.802301904
434,F,2030,2030,Temuco 220,0,F,EtaMes,8.510798073,8.300445268,8.021844628,7.372378591,8.287643764,8.01157415,8.165575113,8.399923632,8.672507912,8.729352896,8.489999436,8.8084226
435,F,2031,*,Temuco 220,0,F,EtaMes,8.515336148,8.291730439,8.014557719,7.36356317,8.282375894,8.00917001,8.167486728,8.40578046,8.684001232,8.885710878,8.64583815,8.959758316
436,F,2017,2017,Valdivia 220,0,F,EtaMes,6.035829717,8.731055211,8.641455638,8.63042825,8.661075929,8.526122185,8.645374235,9.200611084,10.09892164,6.096700119,3.154972079,6.186286843
437,F,2018,2018,Valdivia 220,0,F,EtaMes,5.975738302,8.79212746,8.698499945,8.686976821,8.719002265,8.577981686,8.702594703,9.282792183,10.22148623,6.264958502,3.240081914,6.357077413
438,F,2019,2019,Valdivia 220,0,F,EtaMes,6.140577675,9.036572652,8.940298735,8.928449908,8.961380557,8.816374003,8.944509232,9.541106114,10.50633254,6.412433349,3.3141009,6.506789269
439,F,2020,2020,Valdivia 220,0,F,EtaMes,6.285032068,9.251353156,9.152741331,9.140604768,9.174335103,9.02580722,9.157054076,9.768138668,10.75680457,6.592321781,3.40130323,6.689500342
440,F,2021,2021,Valdivia 220,0,F,EtaMes,6.461109311,9.516167402,9.41460562,9.402105994,9.436845366,9.283874297,9.41904738,10.04841247,11.06665415,6.756280317,3.482093294,6.855991673
441,F,2022,2022,Valdivia 220,0,F,EtaMes,6.621648018,9.756331003,9.652122187,9.639296779,9.674941574,9.517983574,9.656679714,10.30244813,11.34722855,6.911464823,3.55718932,7.013615175
442,F,2023,2023,Valdivia 220,0,F,EtaMes,6.773539341,9.984898458,9.878140634,9.86500151,9.901518197,9.740720914,9.882809641,10.54437392,11.61471027,7.059378154,3.628827275,7.163851379
443,F,2024,2024,Valdivia 220,0,F,EtaMes,6.918316282,10.20270089,10.09351542,10.08007752,10.11742459,9.952970813,10.0982906,10.77489869,11.86957421,7.3225326,3.756982369,7.431117064
444,F,2025,2025,Valdivia 220,0,F,EtaMes,7.175919647,10.58955166,10.47606952,10.4621028,10.50091955,10.32999418,10.48103261,11.18426664,12.32201993,7.634950348,3.910743004,7.74836652
445,F,2026,2026,Valdivia 220,0,F,EtaMes,7.481813525,11.04734271,10.92881092,10.91422273,10.95476672,10.77623564,10.93399486,11.66852086,12.85690102,7.962590522,4.070329445,8.081124565
446,F,2027,2027,Valdivia 220,0,F,EtaMes,7.802543446,11.52896606,11.40508556,11.38983908,11.43221261,11.24562537,11.41050342,12.17817468,13.42018014,8.279148248,4.224539151,8.402626401
447,F,2028,2028,Valdivia 220,0,F,EtaMes,8.112425534,11.99427897,11.86523136,11.84934894,11.89348988,11.69912,11.8708752,12.67056638,13.96437647,8.614703894,4.386987552,8.743453817
448,F,2029,2029,Valdivia 220,0,F,EtaMes,8.440863131,12.48844819,12.35389103,12.33733053,12.38335602,12.18068773,12.35977583,13.19360898,14.54265692,8.763278904,4.45454959,8.894495978
449,F,2030,2030,Valdivia 220,0,F,EtaMes,8.586106943,12.71125324,12.57411765,12.5572398,12.60414726,12.39759536,12.58011521,13.42992657,14.80482543,8.881685693,4.506695863,9.014920649
450,F,2031,*,Valdivia 220,0,F,EtaMes,8.701789146,12.89037278,12.75112829,12.7339909,12.7816197,12.57189141,12.75721808,13.62009801,15.01614035,9.127957082,4.624049091,9.265118083
